Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken (min),Distance
19.065838,72.832658,19.085838,72.852658,Cloudy,High,0,Snack,motorcycle,0.0,Metropolitian,27,3.05
0.0,0.0,0.11,0.11,Cloudy,Jam,1,Drinks,scooter,1.0,Metropolitian,49,17.26
0.0,0.0,0.02,0.02,Cloudy,Low,1,Snack,motorcycle,0.0,Urban,17,3.14
27.165108,78.015053,27.255108,78.105053,Sunny,Low,1,Snack,motorcycle,1.0,Metropolitian,27,13.38
12.979166,77.640709,13.039166,77.700709,Stormy,Low,0,Meal,motorcycle,1.0,Metropolitian,29,9.3
22.760072,75.892574,22.780072,75.912574,Cloudy,Low,2,Meal,electric_scooter,0.0,Metropolitian,19,3.02
12.310972,76.659264,12.380972,76.729264,Cloudy,Jam,2,Meal,scooter,1.0,Metropolitian,31,10.86
11.010375,76.95295,11.090375,77.03295,Sunny,Jam,0,Buffet,motorcycle,0.0,Urban,29,12.44
26.911378,75.789034,27.001378,75.879034,Stormy,Medium,1,Meal,scooter,1.0,Urban,26,13.39
12.913041,77.683237,12.943041,77.713237,Cloudy,Low,0,Drinks,motorcycle,0.0,Metropolitian,26,4.65
13.058616,80.264151,13.118616,80.324151,Stormy,Low,2,Snack,motorcycle,1.0,Metropolitian,18,9.3
18.533811,73.899315,18.563811,73.929315,Sandstorms,Medium,1,Drinks,scooter,0.0,Metropolitian,30,4.59
23.374989,85.335486,23.394989,85.355486,Fog,Low,2,Drinks,scooter,0.0,Metropolitian,16,3.01
23.416792,85.316842,23.436792,85.336842,Stormy,High,2,Drinks,scooter,1.0,Metropolitian,28,3.01
30.902872,75.826808,30.992872,75.916808,Cloudy,Jam,0,Meal,motorcycle,1.0,Metropolitian,51,13.17
26.479108,80.315042,26.499108,80.335042,Cloudy,Low,1,Meal,scooter,0.0,Metropolitian,15,2.98
18.533811,73.899315,18.603811,73.969315,Cloudy,Medium,2,Drinks,electric_scooter,1.0,Metropolitian,30,10.71
17.451976,78.385883,17.481976,78.415883,Sandstorms,Jam,0,Snack,motorcycle,1.0,,22,4.6
22.514688,88.393294,22.624688,88.503294,Cloudy,Jam,2,Snack,motorcycle,0.0,Metropolitian,39,16.62
18.536562,73.896485,18.596562,73.956485,Windy,Jam,0,Drinks,motorcycle,1.0,,34,9.18
18.994049,72.825203,19.084049,72.915203,Sandstorms,Medium,1,Meal,scooter,1.0,Metropolitian,32,13.75
22.728163,75.884212,22.818163,75.974212,Windy,Medium,1,Drinks,motorcycle,1.0,Metropolitian,30,13.59
26.913987,75.752891,26.983987,75.822891,Windy,Jam,0,Meal,motorcycle,3.0,Metropolitian,47,10.42
30.905562,75.832841,31.035562,75.962841,Sandstorms,Low,2,Snack,motorcycle,1.0,Urban,16,19.03
11.02091,76.940432,11.03091,76.950432,Sandstorms,Low,1,Meal,motorcycle,0.0,Metropolitian,20,1.55
0.0,0.0,0.02,0.02,Cloudy,High,1,Meal,motorcycle,1.0,Metropolitian,29,3.14
26.47775,80.351569,26.60775,80.481569,Sunny,Medium,2,Drinks,electric_scooter,0.0,Metropolitian,18,19.37
12.316967,76.603067,12.326967,76.613067,Cloudy,Low,2,Snack,scooter,1.0,Urban,17,1.55
26.891191,75.802083,27.001191,75.912083,Windy,Low,1,Buffet,motorcycle,1.0,Urban,13,16.37
0.0,0.0,0.11,0.11,Cloudy,Jam,2,Snack,electric_scooter,1.0,Metropolitian,31,17.26
22.745049,75.892471,22.835049,75.982471,Sunny,Low,0,Buffet,motorcycle,1.0,Metropolitian,27,13.59
19.131141,72.813074,19.26114,72.943074,Sandstorms,Low,2,Meal,scooter,0.0,Metropolitian,14,19.85
13.086438,80.220672,13.166438,80.300672,Sunny,Jam,1,Buffet,motorcycle,1.0,,15,12.39
22.552996,88.35231,22.582996,88.38231,Cloudy,Medium,2,Snack,scooter,1.0,Metropolitian,16,4.53
19.003517,72.82765,19.083517,72.90765,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,Metropolitian,21,12.22
17.45971,78.368855,17.47971,78.388855,Stormy,High,0,Drinks,motorcycle,1.0,Metropolitian,38,3.07
0.0,0.0,0.06,0.06,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,Urban,26,9.41
22.551084,88.354127,22.611084,88.414127,Windy,Jam,2,Buffet,scooter,0.0,Metropolitian,28,9.07
22.725748,75.898497,22.765747,75.938497,Cloudy,High,2,Drinks,motorcycle,1.0,Metropolitian,24,6.04
22.31279,73.170283,22.37279,73.230283,Windy,Jam,2,Buffet,motorcycle,1.0,Urban,26,9.07
0.0,0.0,0.09,0.09,Sandstorms,Jam,1,Buffet,scooter,0.0,Metropolitian,26,14.12
17.422819,78.449578,17.442819,78.469578,Stormy,Low,0,Drinks,motorcycle,1.0,Metropolitian,31,3.07
22.514119,88.362504,22.574119,88.422504,Fog,Jam,1,Snack,motorcycle,1.0,Metropolitian,36,9.07
22.745536,75.893106,22.785536,75.933106,Stormy,Medium,1,Buffet,motorcycle,0.0,Metropolitian,25,6.04
26.910262,75.783013,26.960262,75.833013,Sandstorms,Medium,1,Snack,motorcycle,1.0,Metropolitian,23,7.44
13.026279,80.174568,13.056279,80.204568,Stormy,Jam,2,Meal,electric_scooter,0.0,Metropolitian,26,4.65
18.536718,73.830327,18.646718,73.940327,Sunny,Low,1,Snack,motorcycle,0.0,Metropolitian,26,16.82
26.905287,75.794592,26.945287,75.834592,Sandstorms,High,1,Buffet,motorcycle,1.0,Urban,17,5.95
30.89286,75.822199,30.95286,75.882199,Fog,Low,2,Drinks,electric_scooter,1.0,Urban,13,8.78
18.530963,73.828972,18.660963,73.958972,Stormy,Medium,1,Buffet,motorcycle,1.0,Metropolitian,21,19.88
12.913041,77.683237,12.973041,77.743237,Cloudy,Medium,1,Drinks,scooter,1.0,Metropolitian,19,9.3
0.0,0.0,0.05,0.05,Fog,Low,2,Snack,electric_scooter,0.0,Metropolitian,15,7.85
13.064181,80.236442,13.124181,80.296442,Sandstorms,Low,2,Drinks,scooter,1.0,Urban,10,9.3
23.359194,85.325447,23.469194,85.435447,Windy,Low,0,Drinks,motorcycle,1.0,,22,16.58
22.751857,75.866699,22.801857,75.916699,Stormy,Medium,1,Meal,motorcycle,,Metropolitian,25,7.55
23.355164,85.324097,23.415164,85.384097,Sunny,Low,2,Drinks,scooter,1.0,Metropolitian,24,9.04
17.433809,78.386744,17.523809,78.476744,Sandstorms,Low,1,Buffet,scooter,1.0,Metropolitian,24,13.81
0.0,0.0,0.03,0.03,Cloudy,Medium,1,Buffet,motorcycle,0.0,Metropolitian,12,4.71
0.0,0.0,0.08,0.08,Sunny,Jam,1,Drinks,scooter,1.0,Metropolitian,14,12.55
11.026117,76.944652,11.046117,76.964652,Windy,Low,2,Meal,motorcycle,1.0,Urban,29,3.11
18.536562,73.896485,18.606562,73.966485,Cloudy,Jam,0,Meal,motorcycle,0.0,Metropolitian,45,10.71
22.311844,73.165081,22.401844,73.255081,Fog,Jam,0,Meal,motorcycle,1.0,Metropolitian,53,13.61
23.374989,85.335486,23.484989,85.445486,Windy,Low,0,Snack,motorcycle,1.0,Metropolitian,23,16.58
11.001852,76.976268,11.111852,77.086268,Windy,Jam,1,Snack,motorcycle,1.0,Urban,24,17.1
26.469003,80.316344,26.539003,80.386344,Fog,Low,0,Drinks,motorcycle,0.0,Urban,24,10.43
21.170096,72.789122,21.220096,72.839122,Cloudy,Low,1,Meal,motorcycle,0.0,Urban,16,7.59
10.96185,76.971082,11.00185,77.011082,Windy,Medium,2,Snack,scooter,1.0,,26,6.22
19.1093,72.825451,19.1193,72.835451,Stormy,Low,1,Meal,scooter,1.0,Urban,20,1.53
17.431668,78.408321,17.501668,78.478321,Sandstorms,Medium,1,Buffet,scooter,1.0,Urban,19,10.74
9.979186,76.317361,9.989186,76.327361,Stormy,Low,0,Meal,motorcycle,0.0,Metropolitian,23,1.56
21.175975,72.795503,21.255975,72.875503,Sandstorms,Low,1,Snack,scooter,,Urban,11,12.14
23.357804,85.325146,23.397804,85.365146,Fog,High,0,Buffet,motorcycle,0.0,Metropolitian,28,6.03
11.000762,76.981876,11.030762,77.011876,Stormy,Medium,2,Drinks,scooter,1.0,Metropolitian,29,4.66
21.157729,72.768726,21.267729,72.878726,Cloudy,Medium,2,Meal,electric_scooter,1.0,Metropolitian,25,16.7
18.592718,73.773572,18.602718,73.783572,Stormy,Low,1,Meal,scooter,1.0,Urban,16,1.53
27.165108,78.015053,27.245108,78.095053,Fog,Low,1,Snack,scooter,0.0,Metropolitian,27,11.89
17.429585,78.392621,17.539585,78.502621,Sunny,Low,2,Meal,scooter,1.0,Urban,27,16.87
30.885814,75.786976,30.915814,75.816976,Sunny,Low,1,Meal,scooter,1.0,,19,4.39
26.469003,80.316344,26.579003,80.426344,Sandstorms,Low,2,Meal,scooter,1.0,Metropolitian,16,16.39
22.728163,75.884212,22.778163,75.934212,Cloudy,Jam,2,Snack,scooter,1.0,Metropolitian,32,7.55
26.913726,75.75282,26.973726,75.812821,Stormy,Medium,2,Drinks,scooter,1.0,Urban,25,8.93
26.88842,75.800689,27.01842,75.930689,Fog,Jam,1,Meal,scooter,1.0,Metropolitian,40,19.34
12.316967,76.603067,12.366967,76.653067,Sunny,Low,0,Drinks,motorcycle,0.0,Metropolitian,18,7.76
17.410371,78.437225,17.490371,78.517225,Sandstorms,Jam,1,Snack,motorcycle,0.0,Metropolitian,36,12.27
13.058616,80.264151,13.078616,80.284151,Stormy,High,1,Snack,scooter,1.0,Metropolitian,27,3.1
12.326356,76.619103,12.416356,76.709103,Sunny,Medium,2,Buffet,scooter,1.0,Metropolitian,16,13.96
22.552996,88.35231,22.592996,88.39231,Sunny,Medium,0,Meal,motorcycle,1.0,Metropolitian,26,6.05
13.005801,80.250744,13.055801,80.300744,Stormy,Low,1,Snack,motorcycle,1.0,Metropolitian,25,7.75
0.0,0.0,0.03,0.03,Cloudy,Medium,1,Snack,motorcycle,1.0,Urban,13,4.71
26.921411,75.793604,26.971411,75.843604,Windy,Jam,2,Meal,scooter,0.0,Metropolitian,26,7.44
22.31279,73.170283,22.37279,73.230283,Sunny,Medium,0,Buffet,motorcycle,0.0,Metropolitian,20,9.07
12.323225,76.630028,12.413225,76.720028,Fog,Jam,0,Snack,motorcycle,1.0,Metropolitian,47,13.96
23.374989,85.335486,23.394989,85.355486,Cloudy,Low,1,Buffet,motorcycle,1.0,Metropolitian,19,3.01
22.307898,73.167788,22.417898,73.277788,Fog,Low,1,Snack,motorcycle,2.0,Metropolitian,39,16.64
22.761226,75.887522,22.771226,75.897522,Sunny,Low,0,Buffet,motorcycle,0.0,Metropolitian,23,1.51
13.086438,80.220672,13.106438,80.240672,Fog,Low,1,Buffet,scooter,0.0,Urban,16,3.1
11.021278,76.995017,11.051278,77.025017,Sunny,Low,2,Meal,electric_scooter,1.0,Metropolitian,23,4.66
21.186608,72.794136,21.236608,72.844136,Stormy,Jam,2,Drinks,scooter,1.0,Metropolitian,22,7.59
11.025083,77.015393,11.105083,77.095393,Cloudy,Jam,2,Meal,scooter,2.0,Metropolitian,49,12.44
9.957144,76.296783,9.997144,76.336783,Fog,Medium,1,Drinks,motorcycle,1.0,Metropolitian,17,6.23
17.429585,78.392621,17.479585,78.442621,Sandstorms,Medium,2,Snack,scooter,2.0,Metropolitian,34,7.67
19.091458,72.827808,19.111458,72.847808,Fog,Low,1,Buffet,scooter,0.0,Metropolitian,17,3.05
17.45971,78.368855,17.46971,78.378855,Stormy,Low,2,Meal,electric_scooter,1.0,Metropolitian,25,1.53
18.563934,73.915367,18.603935,73.955367,Windy,High,0,Buffet,motorcycle,0.0,Metropolitian,31,6.12
12.913041,77.683237,12.953041,77.723237,Cloudy,High,0,Buffet,motorcycle,1.0,Urban,24,6.2
26.910262,75.783013,26.940262,75.813013,Sunny,Jam,0,Meal,motorcycle,1.0,Metropolitian,25,4.46
22.727021,75.884167,22.797021,75.954167,Stormy,Medium,0,Drinks,motorcycle,1.0,Metropolitian,30,10.57
12.337978,76.616792,12.347978,76.626792,Fog,Low,0,Buffet,motorcycle,0.0,Metropolitian,22,1.55
23.359407,85.325055,23.419407,85.385055,Windy,Medium,2,Snack,scooter,1.0,Metropolitian,24,9.04
22.722634,75.886959,22.762634,75.926959,Windy,High,1,Drinks,motorcycle,1.0,Metropolitian,28,6.04
26.474986,80.342796,26.604986,80.472796,Cloudy,Medium,2,Drinks,scooter,1.0,Metropolitian,41,19.37
18.636215,73.751081,18.656215,73.771081,Cloudy,Low,0,Meal,motorcycle,0.0,Metropolitian,25,3.06
30.873988,75.842739,31.003988,75.972739,Stormy,Low,0,Meal,motorcycle,1.0,Metropolitian,27,19.03
11.022169,76.999594,11.032169,77.009594,Fog,Low,2,Drinks,scooter,1.0,Metropolitian,14,1.55
10.027014,76.308053,10.087014,76.368053,Fog,Jam,1,Meal,scooter,1.0,Metropolitian,29,9.34
18.994237,72.825553,19.044237,72.875553,Sunny,Jam,0,Drinks,motorcycle,1.0,Metropolitian,29,7.64
11.022169,76.999594,11.062169,77.039594,Fog,High,1,Meal,scooter,2.0,Metropolitian,35,6.22
18.546947,73.900626,18.656947,74.010626,Sunny,Low,2,Buffet,motorcycle,1.0,Urban,24,16.82
21.17106,72.789292,21.21106,72.829292,Cloudy,High,1,Buffet,motorcycle,0.0,Urban,24,6.07
18.569156,73.774723,18.649156,73.854723,Windy,Jam,1,Meal,scooter,0.0,Metropolitian,36,12.23
23.234631,77.401663,23.304631,77.471663,Sandstorms,Jam,2,Meal,electric_scooter,0.0,Urban,15,10.55
13.022394,80.242439,13.112394,80.332439,Fog,Jam,1,Meal,scooter,1.0,Urban,42,13.94
26.902908,75.792934,26.922908,75.812934,Fog,Low,1,Meal,scooter,0.0,Metropolitian,15,2.98
22.745536,75.893106,22.815536,75.963106,Stormy,Low,2,Snack,scooter,1.0,Metropolitian,28,10.57
22.722634,75.886959,22.812634,75.976959,Windy,Jam,1,Drinks,motorcycle,1.0,Urban,34,13.59
19.875016,75.322405,19.915016,75.362405,Sunny,Medium,0,Snack,motorcycle,0.0,Metropolitian,20,6.1
22.310237,73.158921,22.420237,73.268921,Windy,Jam,1,Drinks,motorcycle,0.0,Metropolitian,22,16.64
19.178321,72.834715,19.288321,72.944715,Sunny,Low,2,Snack,motorcycle,1.0,Metropolitian,28,16.79
19.003517,72.82765,19.113517,72.93765,Stormy,Jam,2,Drinks,electric_scooter,1.0,Urban,26,16.8
0.0,0.0,0.07,0.07,Cloudy,Low,2,Drinks,motorcycle,1.0,Metropolitian,23,10.98
0.0,0.0,0.05,0.05,Stormy,Low,1,Drinks,motorcycle,0.0,Urban,15,7.85
19.120083,72.907385,19.130083,72.917385,Stormy,Low,1,Snack,scooter,0.0,Metropolitian,17,1.53
19.254567,72.848923,19.364567,72.958923,Stormy,Medium,0,Meal,motorcycle,0.0,Urban,20,16.79
11.001753,76.986241,11.021753,77.006241,Windy,Low,0,Drinks,motorcycle,0.0,Metropolitian,25,3.11
26.911378,75.789034,27.021378,75.899034,Stormy,Jam,1,Drinks,scooter,1.0,Metropolitian,26,16.37
9.957144,76.296783,10.017144,76.356783,Cloudy,Medium,2,Meal,scooter,0.0,Urban,19,9.34
12.325461,76.632278,12.415461,76.722278,Windy,Low,2,Snack,scooter,0.0,Metropolitian,15,13.96
12.337928,76.617889,12.357928,76.637889,Cloudy,Low,1,Drinks,motorcycle,0.0,Metropolitian,12,3.1
30.332735,78.054222,30.422735,78.144222,Fog,Jam,2,Meal,scooter,1.0,Metropolitian,35,13.21
22.722634,75.886959,22.752634,75.916959,Stormy,Low,0,Meal,motorcycle,1.0,Metropolitian,31,4.53
19.131141,72.813074,19.241141,72.923074,Cloudy,Low,1,Buffet,scooter,1.0,Metropolitian,36,16.8
11.006686,76.951736,11.026686,76.971736,Sandstorms,Low,1,Snack,scooter,0.0,Metropolitian,10,3.11
11.024839,77.007003,11.094839,77.077003,Fog,Jam,0,Meal,motorcycle,1.0,Metropolitian,43,10.88
23.359407,85.325055,23.419407,85.385055,Fog,Medium,1,Drinks,motorcycle,1.0,Metropolitian,19,9.04
13.054347,80.257221,13.104347,80.307221,Cloudy,Medium,2,Meal,motorcycle,0.0,Urban,12,7.75
13.064181,80.236442,13.154181,80.326442,Fog,Low,0,Meal,motorcycle,2.0,Metropolitian,35,13.94
26.891191,75.802083,26.931191,75.842083,Stormy,Medium,0,Buffet,motorcycle,2.0,Urban,36,5.95
21.186438,72.794115,21.236438,72.844115,Sunny,Jam,1,Meal,scooter,1.0,Metropolitian,19,7.59
12.337978,76.616792,12.347978,76.626792,Windy,High,2,Buffet,scooter,1.0,Metropolitian,27,1.55
12.978453,77.643685,12.988453,77.653685,Fog,Low,2,Drinks,scooter,0.0,Metropolitian,16,1.55
13.026286,80.275235,13.056286,80.305235,Sunny,Jam,0,Buffet,motorcycle,1.0,Metropolitian,27,4.65
22.725748,75.898497,22.785747,75.958497,,,3,Drinks,scooter,1.0,Metropolitian,26,9.06
21.149669,72.772629,21.159669,72.782629,Windy,High,0,Buffet,motorcycle,1.0,Metropolitian,37,1.52
12.323225,76.630028,12.363225,76.670028,Fog,High,1,Drinks,scooter,0.0,Metropolitian,28,6.21
21.173343,72.792731,21.233343,72.852731,Sandstorms,Low,0,Buffet,motorcycle,1.0,Urban,21,9.11
12.325461,76.632278,12.395461,76.702278,Sunny,Low,1,Drinks,scooter,0.0,Metropolitian,15,10.86
21.157729,72.768726,21.247729,72.858726,Stormy,Jam,1,Meal,scooter,1.0,Metropolitian,24,13.66
0.0,0.0,0.02,0.02,Fog,High,0,Drinks,motorcycle,1.0,Metropolitian,33,3.14
26.483042,80.317833,26.573042,80.407833,Stormy,Jam,2,Meal,scooter,1.0,Metropolitian,26,13.41
10.020683,76.310631,10.100683,76.390631,Windy,Medium,2,Snack,electric_scooter,1.0,Metropolitian,25,12.46
0.0,0.0,0.07,0.07,Sandstorms,Medium,0,Meal,motorcycle,1.0,Urban,47,10.98
22.307898,73.167788,22.417898,73.277788,Windy,Jam,1,Buffet,motorcycle,1.0,Metropolitian,16,16.64
26.766536,75.837333,26.896536,75.967333,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Urban,42,19.35
17.458998,78.500366,17.508998,78.550366,Cloudy,Medium,0,Drinks,motorcycle,1.0,Urban,27,7.67
30.885915,75.788259,30.965915,75.868259,Stormy,Medium,2,Buffet,scooter,1.0,Metropolitian,38,11.71
11.025083,77.015393,11.135083,77.125393,Stormy,Jam,0,Meal,motorcycle,1.0,Metropolitian,26,17.1
23.230791,77.43702,23.260791,77.46702,Cloudy,Jam,0,Buffet,motorcycle,0.0,Metropolitian,28,4.52
30.346994,78.062543,30.356994,78.072543,Sunny,Low,2,Meal,scooter,1.0,Metropolitian,19,1.47
22.728163,75.884212,22.778163,75.934212,Fog,Jam,0,Meal,motorcycle,1.0,Metropolitian,22,7.55
26.766536,75.837333,26.776536,75.847333,Windy,Low,1,Snack,scooter,0.0,Metropolitian,14,1.49
26.913726,75.75282,26.993726,75.83282,Cloudy,Low,2,Snack,scooter,0.0,Metropolitian,36,11.9
12.906229,77.596791,12.936229,77.626791,Windy,Jam,1,Meal,motorcycle,1.0,Urban,31,4.65
12.325461,76.632278,12.385461,76.692278,Fog,Jam,1,Buffet,motorcycle,1.0,,22,9.31
22.722634,75.886959,22.792634,75.956959,Cloudy,Jam,1,Meal,scooter,3.0,Metropolitian,47,10.57
22.569367,88.433187,22.659367,88.523187,Sandstorms,Medium,1,Snack,motorcycle,1.0,Metropolitian,34,13.6
13.027018,80.254791,13.087018,80.314791,Sunny,Jam,0,Buffet,motorcycle,3.0,Metropolitian,50,9.3
18.539299,73.897902,18.669299,74.027902,Fog,Jam,2,Buffet,motorcycle,1.0,Urban,37,19.88
12.939496,77.625999,12.969496,77.655999,Cloudy,Jam,1,Drinks,scooter,1.0,Metropolitian,25,4.65
18.546947,73.900626,18.566947,73.920626,Cloudy,High,1,Meal,scooter,1.0,Urban,22,3.06
0.0,0.0,0.01,0.01,Sandstorms,Low,0,Meal,motorcycle,1.0,Urban,20,1.57
12.337978,76.616792,12.347978,76.626792,Cloudy,Low,2,Buffet,scooter,,Urban,16,1.55
26.846156,75.8023,26.916156,75.8723,Fog,Medium,2,Snack,motorcycle,2.0,Metropolitian,41,10.42
12.316967,76.603067,12.406967,76.693067,Sunny,Jam,2,Meal,scooter,2.0,Urban,33,13.96
22.725835,75.887648,22.735835,75.897648,Sandstorms,Low,2,Snack,scooter,0.0,Urban,10,1.51
26.481547,80.299775,26.551547,80.369775,Sandstorms,Jam,1,Snack,motorcycle,0.0,Metropolitian,22,10.43
12.970324,77.645748,13.060324,77.735748,Stormy,Jam,1,Drinks,scooter,0.0,Metropolitian,40,13.94
0.0,0.0,0.03,0.03,Sunny,Low,2,Snack,scooter,0.0,Urban,23,4.71
0.0,0.0,0.08,0.08,Stormy,Low,1,Drinks,scooter,0.0,Metropolitian,24,12.55
12.337978,76.616792,12.347978,76.626792,Stormy,High,2,Drinks,motorcycle,0.0,Metropolitian,28,1.55
10.994136,76.963303,11.014136,76.983303,Sunny,High,2,Snack,scooter,1.0,Urban,21,3.11
21.17106,72.789292,21.20106,72.819292,Windy,Medium,2,Meal,scooter,1.0,Urban,34,4.55
25.457687,81.835585,25.567687,81.945585,Stormy,Medium,0,Drinks,motorcycle,1.0,Metropolitian,31,16.46
21.185047,72.80859,21.275047,72.89859,Windy,Jam,1,Buffet,motorcycle,2.0,Metropolitian,32,13.66
23.351489,85.324253,23.371489,85.344253,Sandstorms,Low,0,Buffet,motorcycle,1.0,Metropolitian,26,3.01
22.732225,75.874765,22.812225,75.954765,Sunny,Jam,0,Snack,motorcycle,1.0,Metropolitian,26,12.08
12.3085,76.665808,12.3185,76.675808,Sunny,Low,2,Snack,motorcycle,0.0,Urban,17,1.55
18.554382,73.798206,18.614382,73.858206,Stormy,Medium,0,Drinks,motorcycle,1.0,Metropolitian,21,9.18
26.891191,75.802083,26.921191,75.832083,Sunny,Jam,2,Snack,scooter,1.0,Metropolitian,18,4.46
11.001852,76.976268,11.111852,77.086268,Windy,Medium,2,Snack,scooter,1.0,Metropolitian,25,17.1
18.536562,73.896485,18.666562,74.026485,Sandstorms,Medium,2,Buffet,scooter,1.0,Metropolitian,23,19.88
23.416792,85.316842,23.446792,85.346842,Sunny,Medium,2,Drinks,motorcycle,,Metropolitian,19,4.52
21.175975,72.795503,21.205975,72.825503,Fog,Jam,1,Meal,scooter,1.0,Urban,28,4.55
0.0,0.0,0.04,0.04,Stormy,Medium,2,Meal,scooter,1.0,Urban,26,6.28
22.31279,73.170283,22.44279,73.300283,Cloudy,Low,1,Drinks,motorcycle,1.0,Metropolitian,28,19.66
17.431477,78.40035,17.481477,78.45035,Sunny,Medium,2,Meal,scooter,0.0,Metropolitian,10,7.67
13.029198,77.570997,13.139198,77.680997,Cloudy,Medium,1,Snack,motorcycle,1.0,Urban,31,17.04
21.170096,72.789122,21.180096,72.799122,Windy,Low,2,Buffet,electric_scooter,1.0,,12,1.52
12.933298,77.614293,13.003298,77.684293,,,3,Drinks,scooter,1.0,Urban,17,10.85
0.0,0.0,0.04,0.04,Windy,High,0,Drinks,motorcycle,1.0,Urban,41,6.28
22.311358,73.164798,22.421358,73.274798,Fog,Medium,0,Meal,motorcycle,1.0,Metropolitian,42,16.64
10.027364,76.308258,10.087364,76.368258,Sandstorms,Medium,2,Snack,motorcycle,0.0,Metropolitian,21,9.34
13.02978,80.208812,13.11978,80.298812,Sandstorms,Jam,1,Snack,motorcycle,1.0,Metropolitian,23,13.94
22.307898,73.167788,22.437898,73.297788,Windy,Medium,1,Buffet,motorcycle,1.0,Metropolitian,26,19.66
23.357804,85.325146,23.467804,85.435146,Windy,Jam,1,Meal,motorcycle,0.0,Metropolitian,41,16.58
18.636215,73.751081,18.676215,73.791081,Sandstorms,High,0,Drinks,motorcycle,1.0,Metropolitian,21,6.12
12.297954,76.665169,12.337954,76.705169,Fog,Medium,1,Buffet,scooter,,Metropolitian,13,6.21
12.323225,76.630028,12.353225,76.660028,Stormy,Jam,1,Buffet,motorcycle,1.0,Metropolitian,27,4.65
23.333017,85.3172,23.383017,85.3672,Cloudy,Medium,1,Drinks,scooter,1.0,Metropolitian,18,7.54
12.352058,76.60665,12.432058,76.68665,Windy,Low,0,Meal,motorcycle,1.0,Metropolitian,29,12.41
10.020683,76.310631,10.080683,76.370631,Sunny,Medium,1,Buffet,motorcycle,1.0,Urban,17,9.34
26.90294,75.793007,26.95294,75.843007,Windy,Low,1,Buffet,motorcycle,0.0,Metropolitian,26,7.44
19.103249,72.846749,19.183249,72.926749,,,1,Meal,scooter,2.0,Urban,36,12.22
12.316967,76.603067,12.376967,76.663067,Stormy,Jam,2,Drinks,electric_scooter,1.0,Metropolitian,29,9.31
12.972161,77.596014,13.082161,77.706014,Stormy,Medium,2,Buffet,scooter,1.0,Metropolitian,26,17.04
18.927584,72.832585,18.937584,72.842585,Stormy,High,2,Drinks,electric_scooter,0.0,Urban,22,1.53
13.086438,80.220672,13.146439,80.280672,Windy,Medium,1,Drinks,motorcycle,0.0,Metropolitian,27,9.29
12.913041,77.683237,12.953041,77.723237,Sandstorms,High,2,Buffet,scooter,,Metropolitian,32,6.2
22.751234,75.88949,22.841234,75.97949,Stormy,Low,2,Drinks,scooter,1.0,Urban,17,13.59
12.934179,77.615797,12.954179,77.635797,Fog,Low,2,Drinks,scooter,1.0,Metropolitian,15,3.1
11.001852,76.976268,11.011852,76.986268,Sunny,Low,1,Snack,motorcycle,1.0,Urban,19,1.55
21.173493,72.801953,21.253493,72.881953,Stormy,Jam,0,Buffet,motorcycle,1.0,Metropolitian,38,12.14
26.956431,75.776649,27.026431,75.846649,Fog,Low,0,Meal,motorcycle,2.0,Metropolitian,43,10.41
21.183434,72.814492,21.233434,72.864492,Sunny,Low,2,Drinks,electric_scooter,0.0,Urban,24,7.59
22.761593,75.886362,22.771593,75.896362,Fog,Low,1,Snack,scooter,0.0,Metropolitian,13,1.51
26.902908,75.792934,26.982908,75.872934,Fog,Medium,1,Snack,motorcycle,2.0,Metropolitian,39,11.9
11.008638,76.984311,11.028638,77.004311,Cloudy,Low,2,Drinks,motorcycle,1.0,Metropolitian,18,3.11
25.449659,81.839744,25.559659,81.949744,Fog,Low,0,Snack,motorcycle,1.0,Urban,23,16.46
19.120083,72.907385,19.180083,72.967385,Windy,Jam,2,Drinks,scooter,0.0,Metropolitian,11,9.16
0.0,0.0,0.07,0.07,Sandstorms,Low,2,Meal,scooter,1.0,Urban,13,10.98
21.160522,72.771477,21.200522,72.811477,Sandstorms,Medium,1,Drinks,scooter,1.0,Metropolitian,20,6.07
23.232357,77.429989,23.272357,77.469989,Cloudy,Medium,2,Meal,electric_scooter,1.0,Metropolitian,18,6.03
21.186608,72.794136,21.216608,72.824136,Windy,Jam,2,Buffet,electric_scooter,,Urban,16,4.55
9.957144,76.296783,10.027144,76.366783,Windy,Low,2,Snack,scooter,0.0,Urban,19,10.9
15.561295,73.749478,15.601295,73.789478,Cloudy,High,1,Drinks,scooter,1.0,Urban,25,6.16
22.725835,75.887648,22.775835,75.937648,Fog,Jam,2,Snack,electric_scooter,1.0,Metropolitian,26,7.55
19.003517,72.82765,19.083517,72.90765,Sunny,Jam,0,Drinks,motorcycle,0.0,Metropolitian,22,12.22
12.3085,76.665808,12.3185,76.675808,Cloudy,Low,0,Snack,motorcycle,0.0,Metropolitian,23,1.55
19.091458,72.827808,19.131458,72.867808,Cloudy,High,2,Drinks,scooter,1.0,Metropolitian,30,6.11
